TDOA_12,TDOA_13,TDOA_14,Orientation,x,y
-0.0002,0.001,0.0012,3.60984852340159,0.67304010444053,3.49930810768167
-0.0007,-0.0017,-0.0008,0.178568823517246,2.422840278407,0.563163680850234
-0.001,-0.0002,0.0008,1.51492376835272,3.66698420771301,0.25186202278984
0.0006,0.0017,0.0012,3.06284467067723,4.3526175595738,1.33641108874444
-0,0.0012,0.0012,3.0086178317632,4.74227739149744,3.57901718725001
-0.0011,-0.0015,-0.0003,0.924948084080249,4.34570725701297,1.95509046903518
0.0002,-0.0009,-0.0012,0.300499149231936,0.218697564266757,0.94596292663051
0.0007,0.0017,0.001,3.30277629637129,4.07343744437416,1.60088337788664
-0.0012,-0.0013,-0.0001,1.8830590967474,1.90031114880298,4.20565303932906
-0.0006,-0.0017,-0.001,0.495168408805019,3.60304801149034,3.11399279310017
0.0007,-0.0003,-0.0011,5.89450855322565,1.80283931891733,2.88196152676086
0.0012,0.0016,0.0007,4.58223192549752,0.370180321589796,0.716743603972754
-0.0007,-0.0018,-0.001,0.917102397685968,2.14716625468618,3.99307858865157
-0.0003,0.001,0.0012,2.25261344515649,4.52915781485726,0.513404759474366
0.0012,0.001,-0.0003,4.78690440966608,4.21785278421952,3.1804044335206
-0.0009,0.0001,0.0009,2.27076531198254,4.86500488810021,3.55217944264126
-0.0008,0.0003,0.001,2.18041021273808,4.25840665839801,1.92516822089169
-0.0011,-0.0016,-0.0005,1.04513970057258,4.87320618927089,4.19379999286477
0.0006,-0.0004,-0.0011,5.17123554558007,3.05714688910039,0.730534805997099
-0.0012,-0.0009,0.0002,1.352392560763,2.79495898344911,1.04928884088527
-0.0005,0.0007,0.0011,2.44654079383215,1.95878597071262,1.04095022688737
-0,-0.0012,-0.0012,5.9769774277908,2.7020139202449,1.32828123830969
0.0012,0.0008,-0.0004,4.4221643840466,4.57099540393055,0.810775435119561
0.001,0.0017,0.0007,4.22742186963772,3.57042105641635,4.65586276191334
0.0013,0.0013,0.0001,4.51330587940246,4.81111142661898,3.29846813088874
0.0013,0.0013,0.0001,4.31891434866261,4.79340204357504,2.03792897871137
-0.0009,-0.0018,-0.0008,0.504895783633643,3.01942359444073,1.41619467645076
0.0006,0.0017,0.0011,4.02881400982211,1.9194938811484,4.65261832251012
-0.0001,0.0011,0.0012,3.19837633687076,1.80381395646628,2.60777760394344
0.001,0.0018,0.0009,3.89074728767221,2.15972359672911,1.80197355756059
-0,0.0013,0.0012,3.29356834326461,3.25319466026169,4.27426336444569
-0.001,-0.0003,0.0007,2.08285823720337,4.14075971648302,3.3677555781264
-0.0011,-0.0016,-0.0004,1.93486374685365,0.031152519082962,2.67422627044621
-0.0013,-0.0012,-0,1.98775297379198,1.3482756106721,2.99619851904306
0.0006,-0.0004,-0.0011,4.9951877680897,2.31931998822234,0.0958031299555423
-0.0007,-0.0017,-0.001,1.27794124695597,0.618977646078044,4.26430581877985
0.0002,-0.001,-0.0012,0.206354684314901,0.362018338437537,0.733610944754701
0.0011,0.0018,0.0008,4.12978967137088,1.60994479204949,1.82391510146935
-0.0003,-0.0015,-0.0012,0.440498437018188,1.87233414917865,2.84179858005185
0.0011,0.0016,0.0004,3.88270938442655,4.53066963802681,1.57004042454966
-0.0005,0.0006,0.0011,2.36450968971453,4.30750372087805,2.06266424617798
0.0011,0.0011,-0,4.31971656184447,0.412690056825242,0.188946936813446
0.0005,0.0016,0.0012,3.52071229605346,1.81019540741734,1.78911331604105
0.0007,0.0004,-0.0006,4.35588342905423,0.262326193441705,0.000317686294187824
-0.0008,-0.0018,-0.0009,1.26582647940906,0.657017562465146,2.76830922548664
-0.0012,-0.0006,0.0005,1.33364107945028,3.287945980805,0.40144995984432
0.0005,0.0016,0.0012,3.36091605437415,1.85572546640719,1.52291185897051
-0.0013,-0.001,0.0002,2.37892616093966,0.589057695340081,3.3648096581649
-0.0001,0.0011,0.0012,2.30795153381711,4.12254077088803,0.202353168834228
-0.0012,-0.0008,0.0004,1.74767401650655,3.32547816236181,2.36432590155541
0.0008,-0,-0.0009,4.85086419050191,4.64151405534233,0.707733212761975
-0.0007,0.0004,0.001,3.33131739934793,0.121303204956622,3.82604464072651
0.0002,-0.001,-0.0012,6.10132027095618,1.21855943872675,1.16641626817466
0.0009,0.0017,0.0009,4.25897294333696,2.06942117431312,4.21921692918494
0.0003,-0.0009,-0.0012,5.84676622484937,2.24850162769439,1.54253930321891
0.0006,-0.0004,-0.0011,5.95937196660564,2.88577630884298,4.13830243158735
0.0011,0.0005,-0.0006,4.93864834988765,3.50124852769138,1.98627396565977
-0.0004,-0.0016,-0.0011,5.89552753635173,1.62059036364329,0.0392076861956075
0.0012,0.0014,0.0002,4.97503297906374,1.78306829215382,4.16042554499978
-0.0007,0.0003,0.001,2.39463020020574,2.97259719270472,2.35501368099715
-0.0012,-0.0014,-0.0002,1.3418037066832,2.77583693859816,2.45489984405368
-0.0007,-0.0017,-0.0009,0.45150751966015,1.81282661583199,1.11764213549745
0.0012,0.0012,-0,4.59711909472579,3.33379945577551,2.68949162275264
-0.0011,-0.0016,-0.0005,1.31494612629398,3.31215847783664,4.76780055118837
0.0012,0.0017,0.0006,3.74714211074981,2.97368215088701,0.752016482369205
-0.0012,-0.0011,0.0002,1.33659697430878,3.85058462838277,1.88236324120903
0.0011,0.0006,-0.0005,4.78034252876126,4.73444772455666,2.03001617150531
0.0011,0.0015,0.0004,4.40881885697814,2.96270053935667,3.17370682112989
-0.0007,-0.0017,-0.001,1.11116183006981,1.47974185818981,4.80464266589754
-0.0008,-0.0017,-0.0006,0.653678672138677,0.944429568618458,0.527834455785389
0.0008,-0.0001,-0.0009,5.06683427162707,4.34425790897506,1.07893271515716
0.0012,0.0008,-0.0004,5.47418078902774,1.19132997457694,3.76714094968252
0.0001,-0.0011,-0.0013,5.75536165921845,2.91709182943135,1.10192208494465
-0.0012,-0.001,0.0002,1.94111925561954,3.16294974851859,4.98779781550862
0.0012,0.0009,-0.0003,4.97104722105798,3.88737473558484,3.97125465152686
0.001,0.0017,0.0007,3.96341732180347,3.68388777404394,2.88686018549051
-0.0003,0.0009,0.0012,2.88679870011013,4.53183850149135,4.42646774751327
0.0006,0.0017,0.0011,3.32488565844215,3.01752807648192,1.58151075727553
-0.0009,-0,0.0009,1.98611651309736,4.25350969027726,1.85814600621261
0.0002,-0.0009,-0.0012,5.72903938369935,0.764443929896126,0.386991625099056
0.0005,0.0016,0.0012,4.20684399287657,0.421363161390384,4.33696557288619
-0.0007,0.0004,0.001,1.93217981354187,3.71370307050615,0.633966814301111
-0.0011,-0.0004,0.0006,2.43699872239967,1.43828323239167,2.97895754096373
0.001,0.0003,-0.0007,5.81262311469804,0.894261088116681,3.28011352158448
0.0008,0.0017,0.0009,4.03028485686271,2.21861217520531,2.98754388346834
-0.0009,-0,0.0008,2.3632313651373,3.8683773908549,4.32661677711818
-0.0002,0.0011,0.0012,2.89109921938636,2.30046279584816,1.67455036526612
-0.0009,-0,0.0008,1.94993796468981,4.34872067817528,1.58782221529786
-0.0008,0.0001,0.0009,2.41410911774935,4.02913918949899,4.03058222223719
0.0011,0.0017,0.0008,4.31440808491636,1.81077991102865,2.70544388981889
-0.0011,-0.0005,0.0006,1.6563037838475,4.38639801352002,1.54616504416802
-0.0012,-0.0009,0.0003,1.82099839788179,2.80269678494813,3.22099812469957
-0.0011,-0.0005,0.0005,2.60576881835512,1.02329149859555,4.23505468635468
-0.0003,-0.0015,-0.0012,0.981313733545175,0.193532156847543,3.71783895816688
-0.0012,-0.0016,-0.0004,1.87706736930734,0.635321327721191,3.65078452533859
0.0011,0.0017,0.0007,4.27344079247296,2.53801089023301,3.2024055549099
-0.0011,-0.0016,-0.0005,1.19043821413628,4.6814187409384,4.75467216758504
0.0007,0.0017,0.001,3.8998266311231,3.30204326038974,4.29368760964156
0.0007,-0.0002,-0.001,5.85081881412512,2.58650077093992,4.60656800282011
-0.0009,-0.0001,0.0008,2.39553672183197,2.35819423766194,2.83706055216875
-0.0001,-0.0013,-0.0012,6.23857249825914,2.55351897078436,1.95099560095224
0.0011,0.0017,0.0008,4.82048621468083,0.17065873476325,1.58413220467692
-0.0005,-0.0017,-0.0011,0.416012667156413,2.38460366961108,2.09708765698308
0.001,0.0018,0.001,3.56277538148129,1.9879137145161,0.846317379259284
-0.0011,-0.0005,0.0006,2.53317193882106,1.21487582061833,3.55786301293197
0.0003,0.0015,0.0012,3.61172612385891,2.87754757738788,4.2598892558767
0.0008,0.0017,0.0009,3.86184905572503,2.67977474288567,2.47594462885981
0.0012,0.0014,0.0002,5.27969418152527,0.105401260366945,4.01841531785216
-0.0012,-0.0009,0.0003,1.53628346178736,4.8154029120268,2.77766259888132
0.0004,-0.0008,-0.0012,5.46488684073874,3.27375137717976,1.11019538283273
-0.0003,-0.0015,-0.001,0.000112218833094605,1.54397760209241,0.680751497513204
-0.0005,0.0006,0.0011,2.84009640578627,2.83822429201703,3.79597729987263
0.0001,0.0013,0.0012,3.55703766318005,1.60573855717032,3.84696666698878
-0.0009,-0.0018,-0.0009,1.02238815289721,2.08489459826397,3.43835259128872
-0,-0.0012,-0.0013,5.69563715069869,4.39933134572014,1.21560042550171
0.0012,0.0012,-0,5.11128196284485,2.08561238631865,4.67223674996633
0.0011,0.0016,0.0005,3.92982023025314,2.63794829184865,1.29811435612647
-0.0001,0.0011,0.0012,3.27672808279944,2.63449261892602,4.37742017606833
-0.0002,0.001,0.0012,2.97851709607305,2.43196327715583,2.35141319822996
-0.001,-0.0016,-0.0004,1.92795226928672,0.0127832791077537,1.53029562516774
0.0007,0.0017,0.001,4.00393373173883,2.0291801969184,3.32733888530534
-0.0008,0.0003,0.0009,2.89351256044053,1.98723789873954,4.60446065215707
0.0003,-0.0009,-0.0012,0.11524889370558,1.09256637591541,2.6333948818786
-0.0012,-0.0008,0.0004,1.34836642358746,3.33532066921016,0.938276074630958
0.0009,0.0003,-0.0008,4.6962144033011,1.90743860646385,0.374833512007172
-0.0008,-0.0017,-0.0008,6.27478933957362,3.10270354299377,0.0410527521019188
0.0005,-0.0006,-0.0011,5.57471848309053,2.10990665088314,1.10990997864997
0.0012,0.001,-0.0002,4.61268094957692,3.04477252656517,1.92303258280678
0.0011,0.0007,-0.0005,5.21735824896469,1.23207558427475,1.76227402861715
0.0007,-0.0003,-0.0011,5.29451678362279,2.30736548909916,0.966524339817268
0.0006,0.0017,0.0012,3.54042299925525,3.63166116230132,3.28459489034666
-0.0007,0.0003,0.001,2.80909058412125,2.1933486682961,3.86598061021489
0.0003,0.0014,0.0012,3.83902682302961,0.442977988924182,1.416332329994
0.0012,0.0017,0.0007,4.73383880009713,0.403590782876408,1.46094425883383
-0.0011,-0.0004,0.0005,1.69576439352459,1.52957338120848,0.578780449875353
-0.0011,-0.0007,0.0004,1.54462823331428,2.65764386409116,1.14637650534752
0.0002,-0.001,-0.0012,5.70550248576359,3.49686773354602,1.39555710716314
0.0009,-0,-0.0009,5.72544957549891,2.49936341367908,3.99580553560532
-0.0012,-0.0016,-0.0004,0.812959950157105,1.47977013706102,0.503496823475377
0.0004,0.0015,0.0012,3.31494373319046,2.04037277733444,1.5753577780575
0.0012,0.0011,-0.0001,4.06400646736166,0.684165296488875,0.0440188983110284
0.0003,0.0015,0.0012,2.75378336752429,4.32735886171651,0.718774882816381
-0.0012,-0.0014,-0.0001,0.969942459584429,3.47607030456681,1.22410810254301
-0.001,-0.0002,0.0008,2.8321019558251,0.752174219843258,4.01912497297465
-0,-0.0012,-0.0012,6.04860854012784,3.08752039104042,1.71422505418261
-0.001,-0.0002,0.0008,2.66331034873775,1.28486008838671,3.43824459303495
0.0012,0.0011,-0.0002,5.4022856249389,1.02142802590778,4.03871140611387
-0.0004,-0.0016,-0.001,6.03050208449713,1.14614381870898,0.176027510359915
0.0006,0.0017,0.0012,3.79541473075103,1.81935145147343,2.76589848940777
-0,0.0012,0.0013,3.03248617191307,4.96359588057115,4.21782102542742
-0.0012,-0.0011,0.0001,1.65029497573748,4.92637898543971,4.72826290053438
-0.0011,-0.0017,-0.0005,0.32031255539274,4.17619939789148,0.038274771110241
-0.0012,-0.0016,-0.0005,0.667544373070961,4.65433275132384,1.29358639811889
-0.0003,0.001,0.0012,3.31102658707466,1.9247978010899,4.73917053335345
-0.0011,-0.0017,-0.0005,1.28370331345644,1.35344072488724,1.90876893069231
0.0004,-0.0007,-0.0012,0.140293411783243,1.25641470224929,4.64759345672711
-0.0007,-0.0017,-0.0009,0.964360819858373,1.72269352619077,3.41700084020179
-0.0012,-0.0012,-0,1.89793374009091,1.23852297539422,2.43333845328666
0.0011,0.0017,0.0006,3.94868406868011,2.11664294423947,1.14918477769755
-0.0006,-0.0017,-0.0011,1.16405589026937,0.851718281423966,4.92166356635859
0.0009,0.0003,-0.0008,5.35301052867002,4.6069798835112,4.87185080995967
-0.001,-0,0.0007,2.17011623841755,0.551433414038417,0.401328225288976
-0.0004,-0.0016,-0.0011,0.814255735108803,1.58417585482147,4.46431472446374
0.0012,0.001,-0.0002,4.77761668715859,1.92583494597418,1.68695841449886
0.0004,-0.0007,-0.0012,6.18614302066684,2.40741004809446,4.49992010432027
-0.0004,-0.0016,-0.0012,0.0507359822592665,4.66206155731481,2.65805756600095
-0.0012,-0.0011,0.0001,0.884529764495281,4.34522814543269,0.119020587849324
-0.0003,0.0009,0.0012,3.02336312569033,3.30185753869743,4.38534526414639
0.0012,0.0013,0.0001,4.52867378065286,4.22234002536608,3.10444445667603
0.0012,0.0012,-0,5.13626907640237,0.519855995775912,1.19999940563019
-0,0.0011,0.0011,3.77295946162013,0.100068167236123,0.602849072417391
-0.0012,-0.0015,-0.0003,1.89418124270165,0.890806410758341,4.01040418360735
0.0008,0.0017,0.001,3.7788117290607,2.06761645245425,1.86606840733449
0.0001,-0.0011,-0.0012,0.496958400415858,0.761234227413484,4.30995614344694
-0.0004,0.0008,0.0011,2.77265094836263,0.980203624821675,0.865194288787761
0.001,0.0018,0.0009,4.09970083694555,3.07197193870545,3.80090858839387
-0,-0.0009,-0.0011,6.05952519955783,0.277941824854839,0.21397700867417
0.0003,0.0015,0.0012,3.46851296017424,3.59766521107543,4.58056281061219
-0,0.0013,0.0012,3.14857682473061,4.09160682546119,3.89275247370854
0.001,0.0004,-0.0007,5.0060314011751,1.22203537953807,0.695290314670702
0.0012,0.0013,0.0001,4.0731450350107,4.59567742491521,1.20042378758569
0.0002,0.0014,0.0012,3.90936882520231,0.434466238278992,2.20476468790866
0.0012,0.0015,0.0004,4.00100336147416,4.26076590853282,1.61021205117089
-0.0004,-0.0016,-0.0011,6.21640122531095,3.77210333327421,1.32428666640051
-0.001,-0.0003,0.0007,2.89105205283518,0.339095398357428,3.76517991152815
0.0009,0.0017,0.001,3.95674721293011,1.53222172830418,1.78665558092181
0.0004,0.0016,0.0012,3.76346042896294,1.3256298455256,2.30465038693352
-0.0012,-0.0014,-0.0001,2.15271878820233,0.167887443340563,1.82938805772986
0.0012,0.0016,0.0004,3.65398250387055,2.49049657485097,0.15091388515319
-0.0013,-0.001,0.0002,1.81084391358535,0.85569830564489,0.979576822495542
-0,-0.0013,-0.0012,6.14098082782912,1.59024667746111,1.08827051689986
0.0012,0.0017,0.0011,3.30578725240914,0.330535901629158,0.0516430387814937
-0.0012,-0.0014,-0.0002,1.55034315268461,3.72494502204728,4.7266085917481
-0.0011,-0.0003,0.0006,1.95416504660981,4.40632125246465,2.73939584705724
-0.0012,-0.001,0.0002,1.91264421494503,3.14140105203402,4.51193170993092
0.0012,0.001,-0.0002,4.17764609286065,3.12096899471784,0.338160995105367
0.0011,0.0018,0.0008,3.95570987597378,3.44997909798211,2.72761910883498
0.0002,0.0014,0.0012,3.31502175643567,4.13101793473377,4.13420327484382
-0.0007,-0.0017,-0.001,0.847027168279037,1.36329373844588,2.19516720512397
-0.0012,-0.0009,0.0003,2.43262103370158,0.322925460826689,1.8927782824657
0.001,0.0016,0.0006,3.43707722040243,4.77341269428095,0.201555379809437
0.0012,0.0014,0.0001,4.3596652338819,4.75662223933301,3.00118530901769
0.0001,-0.0011,-0.0012,6.27117490837991,4.22060670517533,4.72916500859871
0.0008,0.0017,0.001,3.00912918507808,4.14922676350253,0.0718749034597044
-0.0009,-0,0.0008,2.88273314442544,0.976256873231329,3.12840429147301
-0.0012,-0.0008,0.0004,1.84937672285627,3.63568018080817,3.55129752724577
-0.0004,-0.0016,-0.0011,6.07591373659207,2.86002259053688,0.587063197478618
0.001,0.0017,0.0008,4.79043251057907,0.155859205110909,3.31259598497204
0.0008,-0.0001,-0.001,5.38566899993732,3.30020986628321,2.3028019264976
0.0006,-0.0004,-0.0011,5.63186156424425,3.84409269131052,3.26504542567714
0.0012,0.0015,0.0003,4.09130070460166,1.71264794625377,0.720499287887183
0.0011,0.0007,-0.0004,4.46514019356075,3.15311738821246,0.586414760829598
-0.0008,-0.0018,-0.0008,0.855665050390864,1.53524918142625,1.70820371474591
0.0001,0.0014,0.0013,2.71989729136547,3.30486727580445,1.02802279040185
0.0011,0.0007,-0.0005,5.28700390092636,2.96957019727822,4.3973053746656
-0,-0.0012,-0.0012,6.23449629593881,3.61503162758468,3.181672479547
-0.0012,-0.0008,0.0004,2.11122652462961,2.07294428079208,3.31220568688855
-0.001,-0.0002,0.0007,1.88163523484305,4.87209721760663,2.21337499212236
0.0006,0.0017,0.0012,3.3818288617377,4.0481148368441,2.57219350477439
0.0002,-0.001,-0.0012,0.372918058150623,1.04589296717306,4.63189551490374
-0.0001,-0.0014,-0.0012,0.0926952962134001,4.0682069341939,3.91703621963171
0.001,0.0003,-0.0007,4.69905637710314,2.5704617020793,0.445054348955922
0.0013,0.0012,-0,4.66723529433845,4.04906648576857,3.47728707070596
-0.0012,-0.0008,0.0004,1.99997214446833,3.13673581174131,4.1738564758523
0.0004,0.0015,0.0011,3.69176492768113,2.28427116321421,3.49371505782847
-0.0011,-0.0017,-0.0005,0.503076756613481,4.94475783332165,1.00581563027804
-0.0008,0.0001,0.0009,2.54617973679861,2.78559882507912,3.63716520849322
0.0004,0.0015,0.0012,3.13320805372414,3.30282203823171,1.65911297122496
0.0011,0.0006,-0.0005,5.63327430536131,1.12371865553515,3.71619620325535
-0.0012,-0.0012,-0,1.40611887559277,2.1502680980518,1.6206818758877
-0.0012,-0.0015,-0.0003,1.81412010018617,0.559604793241757,1.98373892346734
-0.0012,-0.0012,-0,1.42008701812209,2.66982944859811,1.85945560624727
-0,-0.0012,-0.0012,0.0457971987659914,3.78880735112282,4.31761046750545
-0.0001,0.0011,0.0012,2.7548523149242,4.0670128456421,2.33909983887764
-0.0002,-0.0014,-0.0011,5.81164453480441,1.72891331457867,0.146769437755583
0.0006,-0.0004,-0.0011,5.09785652894276,4.13217350237651,0.563651093854284
